nome,latitude,longitude,cep,estado,uf
Itaparica,"-12,906","-38,6638",44460-000,Bahia,BA
Itapé,"-14,9185","-39,4864",45750-000,Bahia,BA
Itapebi,"-15,8875","-39,6879",45855-000,Bahia,BA
Itapetinga,"-15,3341","-40,0863",45700-000,Bahia,BA
Itapicuru,"-11,181","-38,1499",48475-000,Bahia,BA
Itapitanga,"-14,4637","-39,6256",45645-000,Bahia,BA
Itaquara,"-13,4472","-39,9103",45340-000,Bahia,BA
Itarantim,"-15,708","-40,0305",45780-000,Bahia,BA
Itatim,"-12,6283","-39,6823",46875-000,Bahia,BA
Itiruçu,"-13,5209","-40,1641",45350-000,Bahia,BA
Itiúba,"-10,7936","-39,8038",48850-000,Bahia,BA
Itororó,"-15,0672","-40,0194",45710-000,Bahia,BA
Ituaçu,"-13,9036","-41,3969",46640-000,Bahia,BA
Ituberá,"-13,7874","-39,1469",45435-000,Bahia,BA
Iuiú,"-14,6501","-43,6487",46438-000,Bahia,BA
Jaborandi,"-13,618889","-44,432778",46438-000,Bahia,BA
Jacaraci,"-14,8352","-42,4011",46310-000,Bahia,BA
Jacobina,"-11,1479","-40,4311",44700-000,Bahia,BA
Jaguaquara,"-13,5957","-39,9293",45345-000,Bahia,BA
Jaguarari,"-10,148","-40,1043",48960-000,Bahia,BA
Jaguaripe,"-13,1283","-39,0134",44480-000,Bahia,BA
Jandaíra,"-11,563889","-37,783889",44480-000,Bahia,BA
Jequié,"-13,923","-40,0837",45200-000,Bahia,BA
Jeremoabo,"-9,9209","-38,7263",48540-000,Bahia,BA
Jiquiriçá,"-13,3108","-39,5809",45470-000,Bahia,BA
Jitaúna,"-13,979","-39,9006",45225-000,Bahia,BA
João Dourado,"-11,1488","-41,4044",44920-000,Bahia,BA
Juazeiro,"-9,3968","-40,2338",48900-000,Bahia,BA
Jucuruçu,"-16,8483","-40,0841",45834-000,Bahia,BA
Jussara,"-11,046944","-41,968889",45834-000,Bahia,BA
Jussari,"-15,1545","-39,5156",45610-000,Bahia,BA
Jussiape,"-13,4881","-41,6234",46670-000,Bahia,BA
Lafaiete Coutinho,"-13,6203","-40,2044",45215-000,Bahia,BA
Lagoa Real,"-14,1099","-42,217",46425-000,Bahia,BA
Laje,"-13,1846","-39,2975",45490-000,Bahia,BA
Lajedão,"-17,5711","-40,3112",45950-000,Bahia,BA
Lajedinho,"-12,427","-41,151",46825-000,Bahia,BA
Lajedo do Tabocal,"-13,3712","-40,23",45365-000,Bahia,BA
Lamarão,"-11,8452","-38,9771",48720-000,Bahia,BA
Lapão,"-11,6158","-41,7052",44905-000,Bahia,BA
Lauro de Freitas,"-12,8425","-38,3273",42700-000,Bahia,BA
Lençóis,"-12,4726","-41,3082",46960-000,Bahia,BA
Licínio de Almeida,"-14,7064","-42,5044",46330-000,Bahia,BA
Livramento de Nossa Senhora,"-13,642778","-41,840833",46330-000,Bahia,BA
Luís Eduardo Magalhães,"-12,091944","-45,805",46330-000,Bahia,BA
Macajuba,"-12,1437","-40,302",46805-000,Bahia,BA
Macarani,"-15,557","-40,3905",45760-000,Bahia,BA
Macaúbas,"-13,1917","-42,6833",46500-000,Bahia,BA
Macururé,"-9,3677","-39,0411",48650-000,Bahia,BA
Madre de Deus,"-12,7381","-38,6254",42600-000,Bahia,BA
Maetinga,"-14,5788","-41,696",46255-000,Bahia,BA
Maiquinique,"-15,699","-40,2641",45770-000,Bahia,BA
Mairi,"-11,6349","-40,2134",44630-000,Bahia,BA
Malhada,"-14,3891","-43,7149",46440-000,Bahia,BA
Malhada de Pedras,"-14,2777","-41,8921",46110-000,Bahia,BA
Manoel Vitorino,"-14,0049","-40,4801",45240-000,Bahia,BA
Mansidão,"-11,2078","-44,1411",47160-000,Bahia,BA
Maracás,"-13,6501","-40,6199",45360-000,Bahia,BA
Maragogipe,"-12,8351","-38,9402",44420-000,Bahia,BA
Maraú,"-14,0992","-39,0836",45520-000,Bahia,BA
Marcionílio Souza,"-13,1158","-40,6291",46780-000,Bahia,BA
Mascote,"-15,6404","-39,428",45870-000,Bahia,BA
Mata de São João,"-12,4846","-38,1791",48280-000,Bahia,BA
Matina,"-13,8934","-42,9828",46480-000,Bahia,BA
Medeiros Neto,"-17,3902","-40,2757",45960-000,Bahia,BA
Miguel Calmon,"-11,5255","-40,579",44720-000,Bahia,BA
Milagres,"-12,87","-39,858889",44720-000,Bahia,BA
Mirangaba,"-10,8036","-40,6706",44745-000,Bahia,BA
Mirante,"-14,1861","-40,7831",45255-000,Bahia,BA
Monte Santo,"-10,2665","-39,5684",48800-000,Bahia,BA
Morpará,"-11,7527","-43,0913",47580-000,Bahia,BA
Morro do Chapéu,"-11,2541","-41,3636",44850-000,Bahia,BA
Mortugaba,"-14,9848","-42,4055",46290-000,Bahia,BA
Mucugê,"-13,1487","-41,5174",46750-000,Bahia,BA
Mucuri,"-18,0058","-39,7981",45930-000,Bahia,BA
Mulungu do Morro,"-12,008","-41,4258",44885-000,Bahia,BA
Mundo Novo,"-11,858889","-40,471944",44885-000,Bahia,BA
Muniz Ferreira,"-13,0015","-39,106",44575-000,Bahia,BA
Muquém de São Francisco,"-12,1989","-43,5131",47115-000,Bahia,BA
Muritiba,"-12,6345","-39,0665",44340-000,Bahia,BA
Mutuípe,"-13,3328","-39,5085",45480-000,Bahia,BA
Nazaré,"-13,035","-39,013889",45480-000,Bahia,BA
Nilo Peçanha,"-13,6481","-39,2388",45440-000,Bahia,BA
Nordestina,"-10,8969","-39,4514",48870-000,Bahia,BA
Nova Canaã,"-14,8462","-40,1783",45270-000,Bahia,BA
Nova Fátima,"-11,605833","-39,630833",45270-000,Bahia,BA
Nova Ibiá,"-13,8623","-39,5888",45452-000,Bahia,BA
Nova Itarana,"-13,0403","-40,0078",45390-000,Bahia,BA
Nova Redenção,"-12,874","-41,1233",46835-000,Bahia,BA
Nova Soure,"-11,3189","-38,4621",48460-000,Bahia,BA
Nova Viçosa,"-17,8745","-39,6652",45920-000,Bahia,BA
Novo Horizonte,"-12,807778","-42,167778",45920-000,Bahia,BA
Novo Triunfo,"-10,3479","-38,4021",48455-000,Bahia,BA
Olindina,"-11,3724","-38,3859",48470-000,Bahia,BA
Oliveira dos Brejinhos,"-12,3063","-42,6963",47530-000,Bahia,BA
Ouriçangas,"-12,0034","-38,6521",48150-000,Bahia,BA
Ourolândia,"-10,838","-41,0284",44718-000,Bahia,BA
Palmas de Monte Alto,"-13,9629","-43,2459",46460-000,Bahia,BA
Palmeiras,"-12,5148","-41,5771",46930-000,Bahia,BA
Paramirim,"-13,442778","-42,238889",46930-000,Bahia,BA
Paratinga,"-12,690833","-43,183889",46930-000,Bahia,BA
Paripiranga,"-10,5828","-37,886",48430-000,Bahia,BA
Pau Brasil,"-15,4432","-39,6897",45890-000,Bahia,BA
Paulo Afonso,"-9,5523","-38,1691",48600-000,Bahia,BA
Pé de Serra,"-11,8897","-39,6194",44655-000,Bahia,BA
Pedrão,"-12,1331","-38,6062",48140-000,Bahia,BA
Pedro Alexandre,"-9,9769","-37,9149",48580-000,Bahia,BA
Piatã,"-13,121","-41,8909",46765-000,Bahia,BA
Pilão Arcado,"-10,002","-43,3937",47240-000,Bahia,BA
Pindaí,"-14,5232","-42,6782",46360-000,Bahia,BA
Pindobaçu,"-10,7385","-40,3274",44770-000,Bahia,BA
Pintadas,"-11,9231","-39,9778",44610-000,Bahia,BA
Piraí do Norte,"-13,8497","-39,3921",45436-000,Bahia,BA
Piripá,"-14,9262","-41,753",46270-000,Bahia,BA
Piritiba,"-11,6285","-40,5149",44830-000,Bahia,BA
Planaltino,"-13,2735","-40,2232",45375-000,Bahia,BA
Planalto,"-14,67","-40,470833",45375-000,Bahia,BA
Poções,"-14,5829","-40,2762",45260-000,Bahia,BA
Pojuca,"-12,3659","-38,2433",48120-000,Bahia,BA
Ponto Novo,"-10,8547","-40,162",44755-000,Bahia,BA
Porto Seguro,"-16,6718","-39,2642",45810-000,Bahia,BA
Potiraguá,"-15,7012","-39,7669",45790-000,Bahia,BA
Prado,"-17,1182","-39,3495",45980-000,Bahia,BA
Presidente Dutra,"-11,295833","-41,986944",45980-000,Bahia,BA
Presidente Jânio Quadros,"-14,8294","-41,7862",46250-000,Bahia,BA
Presidente Tancredo Neves,"-13,4615","-39,4213",45416-000,Bahia,BA
Queimadas,"-10,977778","-39,623889",45416-000,Bahia,BA
Quijingue,"-10,788","-39,0339",48830-000,Bahia,BA
Quixabeira,"-11,4134","-40,133",44713-000,Bahia,BA
Rafael Jambeiro,"-12,5009","-39,5091",44520-000,Bahia,BA
Remanso,"-9,5411","-42,3696",47200-000,Bahia,BA
Retirolândia,"-11,4773","-39,4065",48750-000,Bahia,BA
Riachão das Neves,"-11,7748","-45,125",47970-000,Bahia,BA
Riachão do Jacuípe,"-11,8456","-39,381",44640-000,Bahia,BA
Riacho de Santana,"-13,608889","-42,938889",44640-000,Bahia,BA
Ribeira do Amparo,"-11,0056","-38,3873",48440-000,Bahia,BA
Ribeira do Pombal,"-10,6331","-38,5012",48400-000,Bahia,BA
Ribeirão do Largo,"-15,3856","-40,6589",45155-000,Bahia,BA
Rio de Contas,"-13,6217","-41,687",46170-000,Bahia,BA
Rio do Antônio,"-14,2267","-42,1661",46220-000,Bahia,BA
Rio do Pires,"-13,1113","-42,1775",46550-000,Bahia,BA
Rio Real,"-11,53","-37,9039",48330-000,Bahia,BA
Rodelas,"-8,9363","-38,6837",48630-000,Bahia,BA
Ruy Barbosa,"-12,283889","-40,493889",48630-000,Bahia,BA
Salinas da Margarida,"-12,9067","-38,7804",44450-000,Bahia,BA
Salvador,"-12,8665","-38,4858",40000-000,Bahia,BA
Santa Bárbara,"-11,957778","-38,975",40000-000,Bahia,BA
Santa Brígida,"-9,679","-38,1137",48570-000,Bahia,BA
Santa Cruz Cabrália,"-16,2785","-39,1726",45807-000,Bahia,BA
Santa Cruz da Vitória,"-14,9031","-39,7915",45725-000,Bahia,BA
Santa Inês,"-13,291944","-39,818889",45725-000,Bahia,BA
Santa Luzia,"-15,428889","-39,333889",48880-000,Bahia,BA
Santa Maria da Vitória,"-13,2614","-44,378",47640-000,Bahia,BA
Santa Rita de Cássia,"-11,0271","-44,5958",47150-000,Bahia,BA
Santa Teresinha,"-12,771944","-39,522778",47150-000,Bahia,BA
Santaluz,"-11,1279","-39,5086",48880-000,Bahia,BA
Santana,"-13,0894","-43,8476",47700-000,Bahia,BA
Santanópolis,"-12,0242","-38,8801",44260-000,Bahia,BA
Santo Amaro,"-12,6137","-38,7743",44200-000,Bahia,BA
Santo Antônio de Jesus,"-13,008","-39,2268",44570-000,Bahia,BA
Santo Estêvão,"-12,4642","-39,2681",44190-000,Bahia,BA
São Desidério,"-12,8927","-45,5638",47820-000,Bahia,BA
São Felipe,"-12,8653","-39,0962",44550-000,Bahia,BA
São Félix,"-12,6781","-38,9998",44360-000,Bahia,BA
São Félix do Coribe,"-13,4147","-43,9814",47665-000,Bahia,BA
São Francisco do Conde,"-12,6456","-38,6333",43900-000,Bahia,BA
São Gabriel,"-11,228889","-41,911944",43900-000,Bahia,BA
São Gonçalo dos Campos,"-12,4085","-38,9777",44330-000,Bahia,BA
São José da Vitória,"-15,0719","-39,3502",45620-000,Bahia,BA
São José do Jacuípe,"-11,4683","-39,9038",44698-000,Bahia,BA
São Miguel das Matas,"-13,0431","-39,434",44580-000,Bahia,BA
São Sebastião do Passé,"-12,5036","-38,4517",43850-000,Bahia,BA
Sapeaçu,"-12,772","-39,2385",44530-000,Bahia,BA
Sátiro Dias,"-11,6317","-38,4889",48485-000,Bahia,BA
Saubara,"-12,7662","-38,8017",44220-000,Bahia,BA
Saúde,"-10,8446","-40,3751",44740-000,Bahia,BA
Seabra,"-12,383","-41,9168",46900-000,Bahia,BA
Sebastião Laranjeiras,"-14,6681","-43,1659",46450-000,Bahia,BA
Senhor do Bonfim,"-10,4287","-40,1012",48970-000,Bahia,BA
Sento Sé,"-10,2125","-41,5795",47350-000,Bahia,BA
Serra do Ramalho,"-13,411","-43,7785",47630-000,Bahia,BA
Serra Dourada,"-12,915","-43,796",47740-000,Bahia,BA
Serra Preta,"-12,0691","-39,3005",44660-000,Bahia,BA
Serrinha,"-11,663889","-39,007778",44660-000,Bahia,BA
Serrolândia,"-11,5402","-40,2478",44710-000,Bahia,BA
Simões Filho,"-12,7783","-38,3822",43700-000,Bahia,BA
Sítio do Mato,"-13,0038","-43,5454",47610-000,Bahia,BA
Sítio do Quinto,"-10,3432","-38,0735",48565-000,Bahia,BA
Sobradinho,"-9,455","-40,822778",48565-000,Bahia,BA
Souto Soares,"-11,946","-41,9481",46990-000,Bahia,BA
Tabocas do Brejo Velho,"-12,3694","-44,0836",47760-000,Bahia,BA
Tanhaçu,"-14,0701","-41,1351",46600-000,Bahia,BA
Tanque Novo,"-13,5836","-42,5431",46580-000,Bahia,BA
Tanquinho,"-11,9567","-39,0961",44160-000,Bahia,BA
Taperoá,"-13,537778","-39,098889",44160-000,Bahia,BA
Tapiramutá,"-11,9473","-40,7569",44840-000,Bahia,BA
Teixeira de Freitas,"-17,3131","-39,9257",45995-000,Bahia,BA
Teodoro Sampaio,"-12,302778","-38,642778",45995-000,Bahia,BA
Teofilândia,"-11,5341","-38,9452",48770-000,Bahia,BA
Teolândia,"-13,5703","-39,4649",45465-000,Bahia,BA
Terra Nova,"-12,391944","-38,625",45465-000,Bahia,BA
Tremedal,"-14,9008","-41,3234",45170-000,Bahia,BA
Tucano,"-10,9943","-38,8625",48790-000,Bahia,BA
Uauá,"-9,8414","-39,2303",48950-000,Bahia,BA
Ubaíra,"-13,287","-39,6935",45310-000,Bahia,BA
Ubaitaba,"-14,2705","-39,3808",45545-000,Bahia,BA
Ubatã,"-14,0563","-39,5228",45550-000,Bahia,BA
Uibaí,"-11,3906","-42,1561",44950-000,Bahia,BA
Umburanas,"-10,5086","-41,1742",44798-000,Bahia,BA
Una,"-15,1645","-39,2057",45690-000,Bahia,BA
Urandi,"-14,734","-42,6654",46350-000,Bahia,BA
Uruçuca,"-14,4842","-39,1686",45680-000,Bahia,BA
Utinga,"-12,0427","-41,1947",46810-000,Bahia,BA
Valença,"-13,37","-39,072778",46810-000,Bahia,BA
Valente,"-11,4339","-39,4847",48890-000,Bahia,BA
Várzea da Roça,"-11,5391","-40,0765",44635-000,Bahia,BA
Várzea do Poço,"-11,5884","-40,393",44715-000,Bahia,BA
Várzea Nova,"-11,0552","-41,2323",44690-000,Bahia,BA
Varzedo,"-12,9966","-39,3709",44565-000,Bahia,BA
Vera Cruz,"-12,96","-38,608889",44565-000,Bahia,BA
Vereda,"-17,15","-40,0487",45955-000,Bahia,BA
Vitória da Conquista,"-15,2795","-40,9658",45000-000,Bahia,BA
Wagner,"-12,2593","-41,221",46970-000,Bahia,BA
Wanderley,"-11,765","-43,9938",47940-000,Bahia,BA
Wenceslau Guimarães,"-13,6182","-39,5809",45460-000,Bahia,BA
Xique-Xique,"-10,8339","-42,5632",47400-000,Bahia,BA
Abaiara,"-7,3364","-39,0613",63240-000,Ceará,CE
Acarape,"-4,223889","-38,707778",63240-000,Ceará,CE
Acaraú,"-2,9542","-40,086",62580-000,Ceará,CE
Acopiara,"-6,1131","-39,5176",63560-000,Ceará,CE
Aiuaba,"-6,589","-40,2395",63575-000,Ceará,CE
Alcântaras,"-3,5873","-40,5552",62120-000,Ceará,CE
Altaneira,"-6,9874","-39,7274",63195-000,Ceará,CE
Alto Santo,"-5,5241","-38,2092",62970-000,Ceará,CE
Amontada,"-3,2794","-39,8058",62540-000,Ceará,CE
Antonina do Norte,"-6,7362","-39,9788",63570-000,Ceará,CE
Apuiarés,"-3,95","-39,3037",62630-000,Ceará,CE
Aquiraz,"-3,9016","-38,3913",61700-000,Ceará,CE
Aracati,"-4,6207","-37,7631",62800-000,Ceará,CE
Aracoiaba,"-4,4905","-38,6776",62750-000,Ceará,CE
Ararendá,"-4,7706","-40,7539",62210-000,Ceará,CE
Araripe,"-7,2046","-40,1143",63170-000,Ceará,CE
Aratuba,"-4,419","-39,0482",62762-000,Ceará,CE
Arneiroz,"-6,2361","-40,094",63670-000,Ceará,CE
Assaré,"-6,8975","-39,8291",63140-000,Ceará,CE
Aurora,"-6,942778","-38,967778",63140-000,Ceará,CE
Baixio,"-6,7073","-38,7575",63320-000,Ceará,CE
Banabuiú,"-5,2355","-38,8746",63960-000,Ceará,CE
Barbalha,"-7,436","-39,3527",63180-000,Ceará,CE
Barreira,"-4,3705","-38,6102",62795-000,Ceará,CE
Barro,"-7,1354","-38,7337",63380-000,Ceará,CE
Barroquinha,"-2,9926","-41,1546",62410-000,Ceará,CE
Baturité,"-4,3731","-38,8592",62760-000,Ceará,CE
Beberibe,"-4,439","-38,08",62840-000,Ceará,CE
Bela Cruz,"-3,0629","-40,2583",62570-000,Ceará,CE
Boa Viagem,"-5,0254","-39,8417",63870-000,Ceará,CE
Brejo Santo,"-7,6223","-38,8819",63260-000,Ceará,CE
Camocim,"-2,9366","-40,8389",62400-000,Ceará,CE
Campos Sales,"-6,9253","-40,2219",63150-000,Ceará,CE
Canindé,"-4,4047","-39,4175",62700-000,Ceará,CE
Capistrano,"-4,4623","-38,9207",62748-000,Ceará,CE
Caridade,"-4,201","-39,1415",62730-000,Ceará,CE
Cariré,"-3,9359","-40,5468",62184-000,Ceará,CE
Caririaçu,"-7,0417","-39,2542",63220-000,Ceará,CE
Cariús,"-6,6562","-39,475",63530-000,Ceará,CE
Carnaubal,"-4,121","-41,0137",62375-000,Ceará,CE
Cascavel,"-4,130833","-38,235833",62375-000,Ceará,CE
Catarina,"-6,2502","-39,9487",63595-000,Ceará,CE
Catunda,"-4,6047","-40,1863",62297-000,Ceará,CE
Caucaia,"-3,7822","-38,8025",61600-000,Ceará,CE
Cedro,"-6,606944","-39,061944",61600-000,Ceará,CE
Chaval,"-3,075","-41,2372",62420-000,Ceará,CE
Choró,"-4,7728","-39,1778",63950-000,Ceará,CE
Chorozinho,"-4,2918","-38,489",62875-000,Ceará,CE
Coreaú,"-3,6883","-40,7272",62160-000,Ceará,CE
Crateús,"-5,2508","-40,7433",63700-000,Ceará,CE
Crato,"-7,1471","-39,4713",63100-000,Ceará,CE
Croatá,"-4,3909","-40,8679",62390-000,Ceará,CE
Cruz,"-2,8962","-40,3357",62595-000,Ceará,CE
Deputado Irapuan Pinheiro,"-5,8874","-39,2592",63645-000,Ceará,CE
Ererê,"-5,9973","-38,3118",63470-000,Ceará,CE
Eusébio,"-3,8695","-38,4554",61760-000,Ceará,CE
Farias Brito,"-6,8866","-39,5341",63185-000,Ceará,CE
Forquilha,"-3,8335","-40,2343",62115-000,Ceará,CE
Fortaleza,"-3,7227","-38,5247",60000-000,Ceará,CE
Fortim,"-4,4471","-37,8529",62815-000,Ceará,CE
Frecheirinha,"-3,7282","-40,8203",62340-000,Ceará,CE
General Sampaio,"-4,0502","-39,4445",62738-000,Ceará,CE
Graça,"-4,0662","-40,795",62365-000,Ceará,CE
Granja,"-3,3289","-40,9637",62430-000,Ceará,CE
Granjeiro,"-6,9175","-39,2794",63230-000,Ceará,CE
Groaíras,"-3,9211","-40,377",62190-000,Ceará,CE
Guaiúba,"-4,1195","-38,6828",61890-000,Ceará,CE
Guaraciaba do Norte,"-4,2184","-40,8451",62380-000,Ceará,CE
Guaramiranga,"-4,2218","-38,9645",62766-000,Ceará,CE
Hidrolândia,"-4,407778","-40,437778",62766-000,Ceará,CE
Horizonte,"-4,1146","-38,515",62880-000,Ceará,CE
Ibaretama,"-4,7504","-38,6657",63970-000,Ceará,CE
Ibiapina,"-3,9357","-40,9276",62360-000,Ceará,CE
Ibicuitinga,"-4,9619","-38,5202",62955-000,Ceará,CE
Icapuí,"-4,7234","-37,4134",62810-000,Ceará,CE
Icó,"-6,3519","-38,7567",63430-000,Ceará,CE
Iguatu,"-6,358889","-39,298889",63430-000,Ceará,CE
Independência,"-5,395833","-40,308889",63430-000,Ceará,CE
Ipaporanga,"-4,8474","-40,8103",62215-000,Ceará,CE
Ipaumirim,"-6,8088","-38,7323",63340-000,Ceará,CE
Ipu,"-4,3493","-40,6593",62250-000,Ceará,CE
Ipueiras,"-4,541944","-40,718889",62250-000,Ceará,CE
Iracema,"-5,811944","-38,305833",62250-000,Ceará,CE
Irauçuba,"-3,8977","-39,7886",62620-000,Ceará,CE
Itaiçaba,"-4,7017","-37,8291",62820-000,Ceará,CE
Itaitinga,"-4,0304","-38,5443",61880-000,Ceará,CE
Itapagé,"-3,7334","-39,5651",62600-000,Ceará,CE
Itapipoca,"-3,3728","-39,5622",62500-000,Ceará,CE
Itapiúna,"-4,6192","-38,9313",62740-000,Ceará,CE
Itarema,"-3,0834","-39,897",62590-000,Ceará,CE
Itatira,"-4,5678","-39,5782",62720-000,Ceará,CE
Jaguaretama,"-5,4833","-38,756",63480-000,Ceará,CE
Jaguaribara,"-5,6503","-38,5103",63490-000,Ceará,CE
Jaguaribe,"-5,9726","-38,6857",63475-000,Ceará,CE
Jaguaruana,"-4,8141","-37,7925",62823-000,Ceará,CE
Jardim,"-7,581944","-39,297778",62823-000,Ceará,CE
Jati,"-7,7047","-38,9436",63275-000,Ceará,CE
Jijoca de Jericoacoara,"-2,8714","-40,4916",62598-000,Ceará,CE
Juazeiro do Norte,"-7,1467","-39,247",63000-000,Ceará,CE
Jucás,"-6,4468","-39,6201",63580-000,Ceará,CE
Lavras da Mangabeira,"-6,7308","-38,9764",63300-000,Ceará,CE
Limoeiro do Norte,"-5,1741","-38,0266",62930-000,Ceará,CE
Madalena,"-4,8762","-39,4759",63860-000,Ceará,CE
Maracanaú,"-3,8883","-38,6312",61900-000,Ceará,CE
Maranguape,"-3,9958","-38,7297",61940-000,Ceará,CE
Marco,"-3,1814","-40,3351",62560-000,Ceará,CE
Martinópole,"-3,1976","-40,6095",62450-000,Ceará,CE
Massapê,"-3,5091","-40,3665",62140-000,Ceará,CE
Mauriti,"-7,3881","-38,6365",63210-000,Ceará,CE
Meruoca,"-3,586","-40,4673",62130-000,Ceará,CE
Milagres,"-7,2606","-38,9624",63250-000,Ceará,CE
Milhã,"-5,669","-39,2252",63635-000,Ceará,CE
Miraíma,"-3,5651","-39,9039",62530-000,Ceará,CE
Missão Velha,"-7,2371","-39,112",63200-000,Ceará,CE
Mombaça,"-5,7922","-39,7799",63610-000,Ceará,CE
Monsenhor Tabosa,"-4,9676","-40,0673",63780-000,Ceará,CE
Morada Nova,"-4,9204","-38,4613",62940-000,Ceará,CE
Moraújo,"-3,4601","-40,6996",62480-000,Ceará,CE
Morrinhos,"-3,228889","-40,125",62480-000,Ceará,CE
Mucambo,"-3,9078","-40,7694",62170-000,Ceará,CE
Mulungu,"-4,305833","-38,995833",62170-000,Ceará,CE
Nova Olinda,"-7,091944","-39,680833",62170-000,Ceará,CE
Nova Russas,"-4,7228","-40,5955",62200-000,Ceará,CE
Novo Oriente,"-5,5828","-40,7401",63740-000,Ceará,CE
Ocara,"-4,5355","-38,5158",62755-000,Ceará,CE
Orós,"-6,255","-38,9676",63520-000,Ceará,CE
Pacajus,"-4,1776","-38,5182",62870-000,Ceará,CE
Pacatuba,"-3,983889","-38,62",62870-000,Ceará,CE
Pacoti,"-4,1957","-38,9025",62770-000,Ceará,CE
Pacujá,"-3,9675","-40,6769",62180-000,Ceará,CE
Palhano,"-4,6606","-38,0445",62910-000,Ceará,CE
Palmácia,"-4,1296","-38,8426",62780-000,Ceará,CE
Paracuru,"-3,41","-39,030833",62780-000,Ceará,CE
Paraipaba,"-3,438889","-39,147778",62780-000,Ceará,CE
Parambu,"-6,210833","-40,693889",62780-000,Ceará,CE
Paramoti,"-4,096944","-39,238889",62780-000,Ceará,CE
Pedra Branca,"-7,4391","-38,0491",58790-000,Ceará,CE
Penaforte,"-7,8005","-39,047",63280-000,Ceará,CE
Pentecoste,"-3,8512","-39,1985",62640-000,Ceará,CE
Pereiro,"-5,9767","-38,4919",63460-000,Ceará,CE
Pindoretama,"-4,0616","-38,2945",62860-000,Ceará,CE
Piquet Carneiro,"-5,8604","-39,4558",63605-000,Ceará,CE
Pires Ferreira,"-4,2549","-40,5987",62255-000,Ceará,CE
Poranga,"-4,761","-40,9322",62220-000,Ceará,CE
Porteiras,"-7,5951","-39,0744",63270-000,Ceará,CE
Potengi,"-7,0328","-40,0401",63160-000,Ceará,CE
Potiretama,"-5,754","-38,1825",62990-000,Ceará,CE
Quiterianópolis,"-5,89","-40,7281",63650-000,Ceará,CE
Quixadá,"-4,9706","-39,0181",63900-000,Ceará,CE
Quixelô,"-6,1506","-39,117",63515-000,Ceará,CE
Quixeramobim,"-5,1342","-39,3346",63800-000,Ceará,CE
Quixeré,"-5,0633","-37,9267",62920-000,Ceará,CE
Redenção,"-4,225","-38,729444",62920-000,Ceará,CE
Reriutaba,"-4,1383","-40,616",62260-000,Ceará,CE
Russas,"-4,8399","-38,196",62900-000,Ceará,CE
Saboeiro,"-6,4781","-39,8857",63590-000,Ceará,CE
Salitre,"-7,138","-40,2898",63155-000,Ceará,CE
Santa Quitéria,"-4,3958","-39,988",62280-000,Ceará,CE
Santana do Acaraú,"-3,4839","-40,1448",62150-000,Ceará,CE
Santana do Cariri,"-7,1797","-39,7845",63190-000,Ceará,CE
São Benedito,"-4,0496","-40,9459",62370-000,Ceará,CE
São Gonçalo do Amarante,"-3,605833","-38,968889",62370-000,Ceará,CE
São João do Jaguaribe,"-5,3188","-38,2688",62965-000,Ceará,CE
São Luís do Curu,"-3,6412","-39,2488",62665-000,Ceará,CE
Senador Pompeu,"-5,5754","-39,4851",63600-000,Ceará,CE
Senador Sá,"-3,2765","-40,4442",62470-000,Ceará,CE
Sobral,"-3,8376","-40,1588",62000-000,Ceará,CE
Solonópole,"-5,8707","-39,0121",63620-000,Ceará,CE
Tabuleiro do Norte,"-5,2911","-38,0725",62960-000,Ceará,CE
Tamboril,"-4,9931","-40,2674",63750-000,Ceará,CE
Tarrafas,"-6,7374","-39,7233",63145-000,Ceará,CE
Tauá,"-5,9085","-40,2728",63660-000,Ceará,CE
Tejuçuoca,"-3,9355","-39,6497",62610-000,Ceará,CE
Tianguá,"-3,6729","-40,9901",62320-000,Ceará,CE
Trairi,"-3,3316","-39,3803",62690-000,Ceará,CE
Tururu,"-3,5452","-39,4105",62655-000,Ceará,CE
Ubajara,"-3,8402","-40,9342",62350-000,Ceará,CE
Umari,"-6,6092","-38,7195",63310-000,Ceará,CE
Umirim,"-3,706","-39,3969",62660-000,Ceará,CE
Uruburetama,"-3,6283","-39,5476",62650-000,Ceará,CE
Uruoca,"-3,3198","-40,7217",62460-000,Ceará,CE
Varjota,"-4,1635","-40,488",62265-000,Ceará,CE
Várzea Alegre,"-6,7619","-39,3163",63540-000,Ceará,CE
Viçosa do Ceará,"-3,5491","-41,1382",62300-000,Ceará,CE
Brasília,"-15,8307","-47,6127",70000-000,Distrito Federal,DF
Afonso Cláudio,"-20,1051","-41,1242",29600-000,Espírito Santo,ES
Água Doce do Norte,"-18,5065","-40,9919",29820-000,Espírito Santo,ES
Águia Branca,"-18,9962","-40,7073",29795-000,Espírito Santo,ES
Alegre,"-20,709","-41,5194",29500-000,Espírito Santo,ES
Alfredo Chaves,"-20,5425","-40,8237",29240-000,Espírito Santo,ES
Alto Rio Novo,"-19,0325","-40,9914",29760-000,Espírito Santo,ES
Anchieta,"-20,805833","-40,647778",29760-000,Espírito Santo,ES
Apiacá,"-21,0802","-41,561",29450-000,Espírito Santo,ES
Aracruz,"-19,8195","-40,191",29190-000,Espírito Santo,ES
Atilio Vivacqua,"-20,9547","-41,191",29490-000,Espírito Santo,ES
Baixo Guandu,"-19,5235","-40,9639",29730-000,Espírito Santo,ES
Barra de São Francisco,"-18,6318","-40,8059",29800-000,Espírito Santo,ES
